Designator,Mid X,Mid Y,Layer,Rotation,Ref-X(mm),Ref-Y(mm)
C2,24.609999mm,50.200000mm,Bottom,0.0,24.609999mm,50.200000mm
C5,11.4mm,35.600000mm,Bottom,90.0,11.4mm,35.600000mm
D27,8.6375mm,35.500000mm,Bottom,0.0,8.6375mm,35.500000mm
D28,7.5mm,52.700000mm,Bottom,90.0,7.5mm,52.700000mm
D29,7.5mm,56.737500mm,Bottom,90.0,7.5mm,56.737500mm
D31,67.1mm,67.900000mm,Bottom,0.0,67.1mm,67.900000mm
D32,67.2mm,59.400000mm,Bottom,0.0,67.2mm,59.400000mm
G2,53.6mm,3.900000mm,Bottom,180.0,53.6mm,3.900000mm
G3,41.86mm,5.490000mm,Bottom,180.0,41.86mm,5.490000mm
J7,9.1mm,90.200000mm,Bottom,0.0,9.1mm,90.200000mm
J8,9.0mm,85.000000mm,Bottom,90.0,9.0mm,85.000000mm
Q8,49.925mm,60.825000mm,Bottom,180.0,49.925mm,60.825000mm
Q9,49.925mm,68.025000mm,Bottom,180.0,49.925mm,68.025000mm
Q18,71.7mm,67.900000mm,Bottom,0.0,71.7mm,67.900000mm
Q19,72.2mm,59.400000mm,Bottom,0.0,72.2mm,59.400000mm
Q24,77.6mm,67.900000mm,Bottom,0.0,77.6mm,67.900000mm
Q25,77.55mm,62.462500mm,Bottom,90.0,77.55mm,62.462500mm
R3,26.4mm,4.800000mm,Bottom,180.0,26.4mm,4.800000mm
R4,26.4mm,3.200000mm,Bottom,0.0,26.4mm,3.200000mm
R29,56.4mm,13.100000mm,Bottom,0.0,56.4mm,13.100000mm
R57,8.7mm,38.500000mm,Bottom,0.0,8.7mm,38.500000mm
R60,14.350001mm,35.600000mm,Bottom,0.0,14.350001mm,35.600000mm
R66,74.8mm,67.600000mm,Bottom,-90.0,74.8mm,67.600000mm
R72,75.1mm,59.400000mm,Bottom,-90.0,75.1mm,59.400000mm
R73,80.7mm,67.900000mm,Bottom,-90.0,80.7mm,67.900000mm
R74,74.3mm,63.400000mm,Bottom,180.0,74.3mm,63.400000mm
C1,36.200000mm,76.000000mm,Top,-90.0,36.200000mm,76.000000mm
C3,22.160000mm,24.080000mm,Top,90.0,22.160000mm,24.080000mm
C4,38.500000mm,76.000000mm,Top,-90.0,38.500000mm,76.000000mm
C6,7.200000mm,40.600000mm,Top,180.0,7.200000mm,40.600000mm
D1,18.901499mm,79.700000mm,Top,0.0,18.901499mm,79.700000mm
D2,18.701499mm,74.787497mm,Top,0.0,18.701499mm,74.787497mm
D3,18.778000mm,95.008000mm,Top,0.0,18.778000mm,95.008000mm
D4,18.901499mm,81.287497mm,Top,0.0,18.901499mm,81.287497mm
D5,18.700000mm,73.100000mm,Top,0.0,18.700000mm,73.100000mm
D6,18.398502mm,102.012502mm,Top,0.0,18.398502mm,102.012502mm
D7,18.298502mm,86.512502mm,Top,180.0,18.298502mm,86.512502mm
D8,18.300000mm,91.706000mm,Top,180.0,18.300000mm,91.706000mm
D9,8.600000mm,80.300000mm,Top,-90.0,8.600000mm,80.300000mm
D10,13.000000mm,75.100000mm,Top,-90.0,13.000000mm,75.100000mm
D11,13.000000mm,95.900000mm,Top,-90.0,13.000000mm,95.900000mm
D12,13.000000mm,80.300000mm,Top,-90.0,13.000000mm,80.300000mm
D13,8.600000mm,75.100000mm,Top,-90.0,8.600000mm,75.100000mm
D14,8.600000mm,101.100000mm,Top,-90.0,8.600000mm,101.100000mm
D15,13.000000mm,85.500000mm,Top,-90.0,13.000000mm,85.500000mm
D16,13.000000mm,90.700000mm,Top,-90.0,13.000000mm,90.700000mm
D17,8.600000mm,95.900000mm,Top,-90.0,8.600000mm,95.900000mm
D18,79.650000mm,84.300000mm,Top,0.0,79.650000mm,84.300000mm
D19,77.400000mm,99.700000mm,Top,90.0,77.400000mm,99.700000mm
D20,13.000000mm,101.100000mm,Top,-90.0,13.000000mm,101.100000mm
D21,18.778000mm,93.484000mm,Top,0.0,18.778000mm,93.484000mm
D22,18.400000mm,100.200000mm,Top,0.0,18.400000mm,100.200000mm
D23,14.350000mm,38.700000mm,Top,0.0,14.350000mm,38.700000mm
D24,12.900000mm,32.700000mm,Top,0.0,12.900000mm,32.700000mm
D25,8.100000mm,38.750000mm,Top,180.0,8.100000mm,38.750000mm
D26,6.200000mm,35.365000mm,Top,-90.0,6.200000mm,35.365000mm
D30,8.850000mm,31.570000mm,Top,270.0,8.850000mm,31.570000mm
F1,54.846000mm,84.250000mm,Top,-90.0,54.846000mm,84.250000mm
F2,52.052000mm,84.300000mm,Top,-90.0,52.052000mm,84.300000mm
F3,41.100000mm,84.300000mm,Top,-90.0,41.100000mm,84.300000mm
F4,36.700000mm,84.300000mm,Top,-90.0,36.700000mm,84.300000mm
F5,32.300000mm,84.200000mm,Top,-90.0,32.300000mm,84.200000mm
F6,69.050010mm,64.700000mm,Top,0.0,69.050010mm,64.700000mm
F7,69.000000mm,62.100000mm,Top,0.0,69.000000mm,62.100000mm
J1,59.185000mm,58.900000mm,Top,90.0,59.185000mm,58.900000mm
